timestamp,city,temperature,description
2026-06-14T22:57:21.829Z,Tokyo,18.14,light rain
2026-06-15T02:30:38.629Z,Tokyo,19.61,light rain
2026-06-15T09:49:59.622Z,Tokyo,20.39,broken clouds
2026-06-15T15:35:05.264Z,Tokyo,18.25,clear sky
2026-06-15T19:36:13.990Z,Tokyo,16.94,scattered clouds
2026-06-15T22:08:36.285Z,Tokyo,19.53,broken clouds
2026-06-16T02:33:50.001Z,Tokyo,26.75,broken clouds
2026-06-16T09:13:25.345Z,Tokyo,24.35,overcast clouds
2026-06-16T14:50:18.134Z,Tokyo,21.5,overcast clouds
2026-06-16T19:25:20.028Z,Tokyo,19.57,few clouds
2026-06-16T22:04:10.957Z,Tokyo,22.51,few clouds
2026-06-17T02:30:51.636Z,Tokyo,27.6,scattered clouds
2026-06-17T08:51:39.618Z,Tokyo,24.76,overcast clouds
2026-06-17T13:34:38.334Z,Tokyo,22.39,overcast clouds
2026-06-17T16:49:24.040Z,Tokyo,20.47,heavy intensity rain
2026-06-17T19:55:08.816Z,Tokyo,20.22,heavy intensity rain
2026-06-17T21:51:12.702Z,Tokyo,20.25,heavy intensity rain
2026-06-17T23:14:15.326Z,Tokyo,20.63,heavy intensity rain
2026-06-18T02:29:08.561Z,Tokyo,21.09,overcast clouds
2026-06-18T08:28:20.232Z,Tokyo,26.21,overcast clouds
2026-06-18T12:44:00.427Z,Tokyo,22.51,few clouds
2026-06-18T16:49:04.708Z,Tokyo,21.69,scattered clouds
2026-06-18T20:06:11.559Z,Tokyo,21,scattered clouds
2026-06-18T23:26:58.390Z,Tokyo,25.03,scattered clouds
2026-06-19T02:45:23.885Z,Tokyo,28.97,scattered clouds
2026-06-19T08:55:57.917Z,Tokyo,26.52,overcast clouds
2026-06-19T13:25:26.370Z,Tokyo,24.2,overcast clouds
2026-06-19T16:26:30.141Z,Tokyo,22.9,overcast clouds
2026-06-19T19:22:06.171Z,Tokyo,21.47,overcast clouds
2026-06-19T20:58:46.065Z,Tokyo,21.23,overcast clouds
2026-06-19T22:41:45.408Z,Tokyo,21.52,moderate rain
2026-06-20T02:05:08.965Z,Tokyo,23.75,light rain
2026-06-20T07:40:10.611Z,Tokyo,22.81,heavy intensity rain
2026-06-20T10:23:41.732Z,Tokyo,21.67,heavy intensity rain
2026-06-20T13:21:51.208Z,Tokyo,20.39,moderate rain
2026-06-20T15:26:56.605Z,Tokyo,21.2,moderate rain
2026-06-20T17:13:15.447Z,Tokyo,21.01,moderate rain
2026-06-20T19:05:51.196Z,Tokyo,21.41,heavy intensity rain
2026-06-20T21:01:08.858Z,Tokyo,21.78,overcast clouds
2026-06-20T22:56:00.982Z,Tokyo,20.6,overcast clouds
2026-06-21T02:28:43.165Z,Tokyo,23.77,overcast clouds
2026-06-21T08:19:38.536Z,Tokyo,26.83,overcast clouds
2026-06-21T12:03:14.966Z,Tokyo,24.26,overcast clouds
2026-06-21T15:43:27.396Z,Tokyo,22.36,overcast clouds
2026-06-21T17:15:16.303Z,Tokyo,21.73,overcast clouds
2026-06-21T19:10:06.289Z,Tokyo,20.89,overcast clouds
2026-06-21T21:01:43.260Z,Tokyo,21.37,broken clouds
2026-06-21T22:57:27.990Z,Tokyo,24.42,overcast clouds
2026-06-22T02:32:44.078Z,Tokyo,27.39,overcast clouds
2026-06-22T09:35:55.773Z,Tokyo,22.22,overcast clouds
2026-06-22T15:10:51.749Z,Tokyo,20.18,light rain
2026-06-22T19:17:02.425Z,Tokyo,18.88,overcast clouds
2026-06-22T21:53:44.546Z,Tokyo,19.99,overcast clouds
2026-06-22T23:09:52.885Z,Tokyo,22.03,overcast clouds
2026-06-23T01:59:16.481Z,Tokyo,22.94,overcast clouds
2026-06-23T06:06:05.824Z,Tokyo,24.78,overcast clouds
2026-06-23T10:51:44.915Z,Tokyo,20.29,overcast clouds
2026-06-23T14:18:21.242Z,Tokyo,19.07,overcast clouds
2026-06-23T17:43:04.029Z,Tokyo,18.72,overcast clouds
2026-06-23T19:46:39.917Z,Tokyo,18.96,overcast clouds
2026-06-23T21:21:05.566Z,Tokyo,19.78,overcast clouds
2026-06-23T22:56:53.536Z,Tokyo,20.9,overcast clouds
2026-06-24T01:59:29.735Z,Tokyo,25.33,overcast clouds
2026-06-24T06:06:40.745Z,Tokyo,26.36,light rain
2026-06-24T10:38:17.691Z,Tokyo,23.12,moderate rain
2026-06-24T14:01:34.578Z,Tokyo,22.2,overcast clouds
2026-06-24T17:45:25.501Z,Tokyo,21.18,heavy intensity rain
2026-06-24T19:23:36.038Z,Tokyo,20.01,moderate rain
2026-06-24T21:15:08.574Z,Tokyo,20.04,heavy intensity rain
2026-06-24T22:57:37.605Z,Tokyo,20.35,heavy intensity rain
2026-06-25T02:01:52.138Z,Tokyo,21.51,moderate rain
2026-06-25T07:31:26.078Z,Tokyo,20.69,light rain
2026-06-25T10:31:45.992Z,Tokyo,20.36,light rain
2026-06-25T13:58:12.368Z,Tokyo,20.36,moderate rain
2026-06-25T16:20:36.459Z,Tokyo,20.06,moderate rain
2026-06-25T19:42:49.280Z,Tokyo,20,overcast clouds
2026-06-25T21:19:33.889Z,Tokyo,20.36,overcast clouds
2026-06-25T23:05:26.685Z,Tokyo,21.04,moderate rain
2026-06-26T02:03:35.685Z,Tokyo,24.82,moderate rain
2026-06-26T07:40:02.007Z,Tokyo,23.69,moderate rain
2026-06-26T10:41:22.557Z,Tokyo,22.85,moderate rain
2026-06-26T13:56:13.494Z,Tokyo,21.96,heavy intensity rain
2026-06-26T16:06:57.012Z,Tokyo,21.88,moderate rain
2026-06-26T19:25:50.441Z,Tokyo,21.29,heavy intensity rain
2026-06-26T21:11:20.984Z,Tokyo,20.95,overcast clouds
2026-06-26T22:57:22.874Z,Tokyo,22.02,overcast clouds
2026-06-27T01:57:31.049Z,Tokyo,22.35,heavy intensity rain
2026-06-27T05:49:26.668Z,Tokyo,22.37,heavy intensity rain
2026-06-27T08:23:20.550Z,Tokyo,22.28,heavy intensity rain
2026-06-27T11:17:30.321Z,Tokyo,22.33,overcast clouds
2026-06-27T13:03:46.482Z,Tokyo,22.28,overcast clouds
2026-06-27T15:06:07.136Z,Tokyo,22.03,scattered clouds
2026-06-27T16:53:28.637Z,Tokyo,21.82,few clouds
2026-06-27T18:59:56.695Z,Tokyo,22.22,overcast clouds
2026-06-27T20:46:24.496Z,Tokyo,22.47,overcast clouds
2026-06-27T22:51:20.446Z,Tokyo,23.08,heavy intensity rain
2026-06-28T02:08:18.186Z,Tokyo,23.38,overcast clouds
2026-06-28T07:41:32.776Z,Tokyo,22.94,overcast clouds
2026-06-28T10:18:27.650Z,Tokyo,21.13,overcast clouds
2026-06-28T13:09:10.871Z,Tokyo,20.09,overcast clouds
2026-06-28T15:09:19.118Z,Tokyo,20.06,overcast clouds
2026-06-28T16:55:25.306Z,Tokyo,19.87,overcast clouds
2026-06-28T18:58:51.106Z,Tokyo,20.16,overcast clouds
2026-06-28T20:49:15.207Z,Tokyo,20.22,overcast clouds
2026-06-28T22:51:16.932Z,Tokyo,20.64,overcast clouds
2026-06-29T02:08:15.112Z,Tokyo,22.43,overcast clouds
2026-06-29T08:46:46.014Z,Tokyo,26.1,broken clouds
2026-06-29T13:59:24.041Z,Tokyo,23.6,clear sky
2026-06-29T16:51:55.396Z,Tokyo,22.71,scattered clouds
2026-06-29T19:29:33.769Z,Tokyo,22.6,few clouds
2026-06-29T21:15:07.478Z,Tokyo,23.04,broken clouds
2026-06-29T22:44:29.414Z,Tokyo,24.25,broken clouds
2026-06-30T02:03:30.477Z,Tokyo,28.83,overcast clouds
2026-06-30T07:39:56.400Z,Tokyo,28.91,overcast clouds
2026-06-30T10:46:18.947Z,Tokyo,26.22,overcast clouds
2026-06-30T13:50:26.811Z,Tokyo,24.87,clear sky
2026-06-30T16:13:11.569Z,Tokyo,24.17,clear sky
2026-06-30T19:28:06.176Z,Tokyo,22.81,overcast clouds
2026-06-30T21:21:09.075Z,Tokyo,23.43,overcast clouds
2026-06-30T23:01:15.544Z,Tokyo,24.63,overcast clouds
2026-07-01T02:08:19.157Z,Tokyo,28.35,overcast clouds
2026-07-01T08:00:14.416Z,Tokyo,26.74,moderate rain
2026-07-01T11:24:56.691Z,Tokyo,25.06,heavy intensity rain
2026-07-01T14:01:49.054Z,Tokyo,23.95,heavy intensity rain
2026-07-01T17:44:32.492Z,Tokyo,22.78,heavy intensity rain
2026-07-01T19:26:30.203Z,Tokyo,21.37,heavy intensity rain
2026-07-01T21:14:30.341Z,Tokyo,20.31,moderate rain
2026-07-01T22:59:04.966Z,Tokyo,20.73,heavy intensity rain
2026-07-02T02:01:01.749Z,Tokyo,21.07,light rain
2026-07-02T06:58:20.817Z,Tokyo,22.11,overcast clouds
2026-07-02T10:25:47.045Z,Tokyo,21.44,light rain
2026-07-02T13:24:51.970Z,Tokyo,21.92,overcast clouds
2026-07-02T15:57:47.527Z,Tokyo,21.87,overcast clouds
2026-07-02T17:41:14.133Z,Tokyo,21.46,light rain
2026-07-02T19:05:17.423Z,Tokyo,20.95,light rain
2026-07-02T20:49:49.158Z,Tokyo,20.41,overcast clouds
2026-07-02T22:54:02.883Z,Tokyo,21.63,overcast clouds
2026-07-03T01:44:52.881Z,Tokyo,24.51,overcast clouds
2026-07-03T05:40:32.146Z,Tokyo,26.66,overcast clouds
2026-07-03T08:44:13.195Z,Tokyo,24.41,overcast clouds
2026-07-03T11:58:17.873Z,Tokyo,22.2,overcast clouds
2026-07-03T13:55:28.853Z,Tokyo,21.69,overcast clouds
2026-07-03T15:47:04.561Z,Tokyo,21.35,overcast clouds
2026-07-03T17:09:30.809Z,Tokyo,21.18,overcast clouds
2026-07-03T18:57:48.654Z,Tokyo,20.87,overcast clouds
2026-07-03T20:50:06.621Z,Tokyo,20.96,overcast clouds
2026-07-03T22:51:51.816Z,Tokyo,22.35,overcast clouds
2026-07-04T01:44:13.003Z,Tokyo,26.47,overcast clouds
2026-07-04T05:34:02.110Z,Tokyo,27.29,overcast clouds
2026-07-04T08:18:29.467Z,Tokyo,26.33,overcast clouds
2026-07-04T11:14:58.593Z,Tokyo,24.69,overcast clouds
2026-07-04T12:54:51.438Z,Tokyo,24.21,overcast clouds
2026-07-04T14:56:15.204Z,Tokyo,23.83,light rain
2026-07-04T16:49:40.786Z,Tokyo,23.31,overcast clouds
2026-07-04T18:51:46.597Z,Tokyo,23.19,overcast clouds
2026-07-04T20:41:09.029Z,Tokyo,22.55,overcast clouds
2026-07-04T22:44:10.723Z,Tokyo,22.88,overcast clouds
2026-07-05T01:48:46.774Z,Tokyo,25.45,overcast clouds
2026-07-05T05:52:32.404Z,Tokyo,25.8,light rain
2026-07-05T08:36:47.868Z,Tokyo,26.12,overcast clouds
2026-07-05T11:20:55.475Z,Tokyo,23.79,overcast clouds
2026-07-05T13:01:59.293Z,Tokyo,23.4,light rain
2026-07-05T15:03:52.911Z,Tokyo,23.28,moderate rain
2026-07-05T16:51:38.635Z,Tokyo,22.38,light rain
2026-07-05T18:56:31.688Z,Tokyo,22.33,moderate rain
2026-07-05T20:44:03.318Z,Tokyo,22.09,overcast clouds
2026-07-05T22:46:57.895Z,Tokyo,23.46,light rain
2026-07-06T01:55:15.800Z,Tokyo,26.1,overcast clouds
2026-07-06T06:16:19.411Z,Tokyo,25.18,overcast clouds
2026-07-06T11:52:56.387Z,Tokyo,22.42,moderate rain
2026-07-06T14:52:01.597Z,Tokyo,21.55,overcast clouds
2026-07-06T18:02:09.079Z,Tokyo,21.25,overcast clouds
2026-07-06T21:17:59.101Z,Tokyo,21.75,overcast clouds
2026-07-06T22:54:24.936Z,Tokyo,22.93,overcast clouds
2026-07-07T01:51:34.568Z,Tokyo,24.5,scattered clouds
2026-07-07T05:56:40.077Z,Tokyo,26.04,broken clouds
2026-07-07T09:26:47.504Z,Tokyo,24.79,overcast clouds
2026-07-07T12:19:32.060Z,Tokyo,24.02,overcast clouds
2026-07-07T16:14:40.486Z,Tokyo,22.6,overcast clouds
2026-07-07T19:29:54.016Z,Tokyo,21.77,overcast clouds
2026-07-07T21:12:35.488Z,Tokyo,22.57,broken clouds
2026-07-07T22:49:01.309Z,Tokyo,24.92,broken clouds
2026-07-08T01:23:03.562Z,Tokyo,27.41,overcast clouds
2026-07-08T04:55:59.597Z,Tokyo,30.11,overcast clouds
2026-07-08T08:03:48.219Z,Tokyo,29.33,broken clouds
2026-07-08T11:39:56.977Z,Tokyo,25.67,broken clouds
2026-07-08T13:24:15.732Z,Tokyo,24.96,overcast clouds
2026-07-08T17:17:40.581Z,Tokyo,23.74,overcast clouds
2026-07-08T19:02:10.593Z,Tokyo,23.5,overcast clouds
2026-07-08T20:53:11.282Z,Tokyo,23.7,overcast clouds
2026-07-08T22:53:05.970Z,Tokyo,26.39,overcast clouds
2026-07-09T01:44:02.036Z,Tokyo,28.5,overcast clouds
2026-07-09T05:52:47.381Z,Tokyo,31.4,overcast clouds
2026-07-09T09:05:24.615Z,Tokyo,29.09,overcast clouds
2026-07-09T12:23:41.290Z,Tokyo,26.06,broken clouds
